품목명,평균가격,최고가격,최저가격,품목코드,등급,일자
배 신고_5.0,9000.0,9000.0,9000.0,6.0201e+16,중,200402
배 신고_7.5,25450.0,35000.0,18000.0,6.0201e+16,중,200402
배 신고_15.0,11617.521739130434,16043.478260869566,7000.0,6.0201e+16,하,200402
배 신고_5.0,8326.0,9000.0,6000.0,6.0201e+16,하,200402
배 신고_7.5,16675.0,18000.0,15000.0,6.0201e+16,하,200402
배 신고_15.0,63843.57692307692,70192.30769230769,57846.153846153844,6.0201e+16,특,200403
배 신고_5.0,9500.0,9500.0,9500.0,6.0201e+16,특,200403
배 신고_7.5,40000.0,40000.0,40000.0,6.0201e+16,특,200403
배 신고_15.0,45094.5,56307.692307692305,34153.846153846156,6.0201e+16,상,200403
배 신고_5.0,9215.0,9500.0,9000.0,6.0201e+16,상,200403
배 신고_7.5,35275.0,40000.0,35000.0,6.0201e+16,상,200403
배 신고_15.0,26735.69230769231,33846.153846153844,19615.384615384617,6.0201e+16,중,200403
배 신고_5.0,9000.0,9000.0,9000.0,6.0201e+16,중,200403
배 신고_7.5,25450.0,35000.0,18000.0,6.0201e+16,중,200403
배 신고_15.0,13357.923076923076,19307.69230769231,7076.923076923077,6.0201e+16,하,200403
배 신고_5.0,8326.0,9000.0,6000.0,6.0201e+16,하,200403
배 신고_7.5,16675.0,18000.0,15000.0,6.0201e+16,하,200403
배 신고_15.0,68226.68,76120.0,60360.0,6.0201e+16,특,200404
배 신고_5.0,9500.0,9500.0,9500.0,6.0201e+16,특,200404
배 신고_7.5,40000.0,40000.0,40000.0,6.0201e+16,특,200404
배 신고_15.0,48650.12,60200.0,37200.0,6.0201e+16,상,200404
배 신고_5.0,9168.0,9500.0,9000.0,6.0201e+16,상,200404
배 신고_7.5,35275.0,40000.0,35000.0,6.0201e+16,상,200404
배 신고_15.0,28674.92,37160.0,20200.0,6.0201e+16,중,200404
배 신고_5.0,9000.0,9000.0,9000.0,6.0201e+16,중,200404
배 신고_7.5,25450.0,35000.0,18000.0,6.0201e+16,중,200404
배 신고_15.0,14205.84,20120.0,8160.0,6.0201e+16,하,200404
배 신고_5.0,8036.0,9000.0,7000.0,6.0201e+16,하,200404
배 신고_7.5,16675.0,18000.0,15000.0,6.0201e+16,하,200404
배 신고_15.0,82708.33333333333,91375.0,74041.66666666667,6.0201e+16,특,200405
배 신고_15.0,58354.166666666664,72083.33333333333,44625.0,6.0201e+16,상,200405
배 신고_15.0,33458.333333333336,44166.666666666664,22750.0,6.0201e+16,중,200405
배 신고_15.0,14854.166666666666,22458.333333333332,7250.0,6.0201e+16,하,200405
배 신고_15.0,102268.74074074074,112888.88888888889,91629.62962962964,6.0201e+16,특,200406
배 신고_5.0,9500.0,9500.0,9500.0,6.0201e+16,특,200406
배 신고_7.5,40000.0,40000.0,40000.0,6.0201e+16,특,200406
배 신고_15.0,71939.0,89111.11111111111,54851.851851851854,6.0201e+16,상,200406
배 신고_5.0,9215.0,9500.0,9000.0,6.0201e+16,상,200406
배 신고_7.5,35275.0,40000.0,35000.0,6.0201e+16,상,200406
배 신고_15.0,43201.851851851854,54185.18518518518,32222.222222222223,6.0201e+16,중,200406
배 신고_5.0,9000.0,9000.0,9000.0,6.0201e+16,중,200406
배 신고_7.5,25450.0,35000.0,18000.0,6.0201e+16,중,200406
배 신고_15.0,21516.51851851852,31444.444444444445,11444.444444444445,6.0201e+16,하,200406
배 신고_5.0,8326.0,9000.0,6000.0,6.0201e+16,하,200406
배 신고_7.5,16675.0,18000.0,15000.0,6.0201e+16,하,200406
배 신고_15.0,95231.53571428571,105250.0,85428.57142857143,6.0201e+16,특,200407
배 신고_5.0,9500.0,9500.0,9500.0,6.0201e+16,특,200407
배 신고_7.5,40000.0,40000.0,40000.0,6.0201e+16,특,200407
배 신고_15.0,63668.53571428572,80285.71428571429,47071.42857142857,6.0201e+16,상,200407
배 신고_5.0,9215.0,9500.0,9000.0,6.0201e+16,상,200407
배 신고_7.5,35275.0,40000.0,35000.0,6.0201e+16,상,200407
배 신고_15.0,35477.78571428572,45392.857142857145,25571.428571428572,6.0201e+16,중,200407
배 신고_5.0,9000.0,9000.0,9000.0,6.0201e+16,중,200407
배 신고_7.5,25450.0,35000.0,18000.0,6.0201e+16,중,200407
배 신고_15.0,16485.428571428572,24214.285714285714,8535.714285714286,6.0201e+16,하,200407
배 신고_5.0,8326.0,9000.0,6000.0,6.0201e+16,하,200407
배 신고_7.5,16675.0,18000.0,15000.0,6.0201e+16,하,200407
배 신고_15.0,45642.7,49750.0,41600.0,6.0201e+16,특,200408
배 신고_5.0,9500.0,9500.0,9500.0,6.0201e+16,특,200408
배 신고_7.5,40000.0,40000.0,40000.0,6.0201e+16,특,200408
배 원황_15.0,48562.5,53062.5,44062.5,6.0221e+16,특,200408
배 원황_7.5,24700.0,27300.0,22100.0,6.0221e+16,특,200408
배 신고_15.0,33461.6,38750.0,28300.0,6.0201e+16,상,200408
배 신고_5.0,9215.0,9500.0,9000.0,6.0201e+16,상,200408
배 신고_7.5,35275.0,40000.0,35000.0,6.0201e+16,상,200408
배 원황_15.0,35218.75,42250.0,28187.5,6.0221e+16,상,200408
배 원황_7.5,20156.25,24062.5,16250.0,6.0221e+16,상,200408
배 신고_15.0,20364.0,25450.0,15250.0,6.0201e+16,중,200408
배 신고_5.0,9000.0,9000.0,9000.0,6.0201e+16,중,200408
배 신고_7.5,25450.0,35000.0,18000.0,6.0201e+16,중,200408
배 원황_15.0,23000.0,27500.0,18500.0,6.0221e+16,중,200408
배 원황_7.5,13968.75,16437.5,11500.0,6.0221e+16,중,200408
배 신고_15.0,10149.1,14100.0,5900.0,6.0201e+16,하,200408
배 신고_5.0,8326.0,9000.0,6000.0,6.0201e+16,하,200408
배 신고_7.5,16675.0,18000.0,15000.0,6.0201e+16,하,200408
배 원황_15.0,12375.0,17812.5,6937.5,6.0221e+16,하,200408
배 원황_7.5,8531.25,11312.5,5750.0,6.0221e+16,하,200408
배 신고_15.0,39957.181818181816,43545.454545454544,36454.545454545456,6.0201e+16,특,200409
배 신고_5.0,9500.0,9500.0,9500.0,6.0201e+16,특,200409
배 신고_7.5,25250.0,27714.285714285714,22785.714285714286,6.0201e+16,특,200409
배 원황_15.0,37968.75,43687.5,32250.0,6.0221e+16,특,200409
배 원황_7.5,19906.25,21625.0,18187.5,6.0221e+16,특,200409
배 장십랑_15.0,25500.0,28000.0,23000.0,6.0203e+16,특,200409
배 풍수_15.0,37050.0,40700.0,33400.0,6.0206e+16,특,200409
배 신고_15.0,31224.363636363636,36363.63636363636,26181.81818181818,6.0201e+16,상,200409
배 신고_5.0,9215.0,9500.0,9000.0,6.0201e+16,상,200409
배 신고_7.5,20091.071428571428,22785.714285714286,17714.285714285714,6.0201e+16,상,200409
배 원황_15.0,26285.714285714286,30285.714285714286,22285.714285714286,6.0221e+16,상,200409
배 원황_7.5,14452.380952380952,16952.380952380954,11952.380952380952,6.0221e+16,상,200409
배 장십랑_15.0,20000.0,23000.0,17000.0,6.0203e+16,상,200409
배 풍수_15.0,28400.0,32200.0,24600.0,6.0206e+16,상,200409
배 신고_15.0,22143.863636363636,26136.363636363636,18272.727272727272,6.0201e+16,중,200409
배 신고_5.0,9000.0,9000.0,9000.0,6.0201e+16,중,200409
배 신고_7.5,14853.57142857143,17714.285714285714,12142.857142857143,6.0201e+16,중,200409
배 원황_15.0,18404.761904761905,22285.714285714286,14523.809523809523,6.0221e+16,중,200409
배 원황_7.5,10047.619047619048,11952.380952380952,8142.857142857143,6.0221e+16,중,200409
배 장십랑_15.0,14500.0,17000.0,12000.0,6.0203e+16,중,200409
배 풍수_15.0,20200.0,24200.0,16200.0,6.0206e+16,중,200409
배 신고_15.0,13271.40909090909,18409.090909090908,8045.454545454545,6.0201e+16,하,200409
배 신고_5.0,8326.0,9000.0,6000.0,6.0201e+16,하,200409
배 신고_7.5,9155.357142857143,12142.857142857143,6142.857142857143,6.0201e+16,하,200409
배 원황_15.0,10666.666666666666,14523.809523809523,6809.523809523809,6.0221e+16,하,200409
배 원황_7.5,6595.238095238095,8142.857142857143,5047.619047619048,6.0221e+16,하,200409
배 장십랑_15.0,9000.0,12000.0,6000.0,6.0203e+16,하,200409
배 풍수_15.0,13250.0,16100.0,10400.0,6.0206e+16,하,200409
배 신고_15.0,33199.148148148146,37629.62962962963,28922.222222222223,6.0201e+16,특,200410
배 신고_5.0,9500.0,9500.0,9500.0,6.0201e+16,특,200410
배 신고_7.5,18607.14285714286,20928.571428571428,16285.714285714286,6.0201e+16,특,200410
배 신고_15.0,24936.296296296296,28403.703703703704,21407.40740740741,6.0201e+16,상,200410
배 신고_5.0,9215.0,9500.0,9000.0,6.0201e+16,상,200410
배 신고_7.5,13090.217391304348,15152.173913043478,11221.739130434782,6.0201e+16,상,200410
배 원황_15.0,17444.444444444445,20444.444444444445,14444.444444444445,6.0221e+16,상,200410
배 원황_7.5,15888.888888888889,20000.0,11777.777777777777,6.0221e+16,상,200410
배 신고_15.0,18320.037037037036,21370.37037037037,15222.222222222223,6.0201e+16,중,200410
배 신고_5.0,9000.0,9000.0,9000.0,6.0201e+16,중,200410
